authfull,inst_name,cntry,np6021,firstyr,lastyr,rank (ns),nc9621 (ns),h21 (ns),hm21 (ns),nps (ns),ncs (ns),cpsf (ns),ncsf (ns),npsfl (ns),ncsfl (ns),c (ns),npciting (ns),cprat (ns),np6021 cited9621 (ns),self%,rank,nc9621,h21,hm21,nps,ncs,cpsf,ncsf,npsfl,ncsfl,c,npciting,cprat,np6021 cited9621,np6021_d,nc9621_d,sm-subfield-1,sm-subfield-1-frac,sm-subfield-2,sm-subfield-2-frac,sm-field,sm-field-frac,rank sm-subfield-1,rank sm-subfield-1 (ns),sm-subfield-1 count
"Egger, M.",Institute of Social and Preventive Medicine,che,886,1988,2022,189,196609,137,45.88477842,9,1408,69,39708,265,63309,4.961815076,165926,1.184919784,827,0.0467,190,206231,146,48.53594278,9,1491,69,40658,265,65782,4.976419631,170391,1.210339748,836,0,1271,General & Internal Medicine,0.193220339,Virology,0.172881356,Clinical Medicine,0.455367232,9,9,311132
"Szabo, Csaba",Faculty of Science and Medicine,che,751,1989,2022,463,44878,109,55.49258832,48,4255,115,11862,409,30542,4.783153939,29585,1.516917357,685,0.1833,380,54950,120,61.67274705,48,4673,115,13938,409,37250,4.852578836,31416,1.749108734,696,0,350,Pharmacology & Pharmacy,0.197333333,Biochemistry & Molecular Biology,0.138666667,Clinical Medicine,0.784,4,4,134745
"Zhu, Jian Kang",Chinese Academy of Sciences,chn,513,1991,2022,142,80007,141,55.37709859,9,10977,20,12067,306,58659,5.004605724,41116,1.945884814,496,0.0725,139,86263,151,58.83213553,9,11209,20,12379,306,62794,5.022307582,42262,2.041148076,497,0,520,Plant Biology & Botany,0.518518519,Developmental Biology,0.237816764,Biology,0.578947368,1,1,148322
"He, Ji Huan",Soochow University,chn,608,1997,2022,172,34083,80,69.45238095,216,23845,318,28956,509,32392,4.974793363,11322,3.010333863,504,0.126,136,38996,88,77.26904762,216,25798,318,31894,509,36623,5.026497952,12047,3.236988462,536,30,1796,Mathematical Physics,0.161184211,Energy,0.159539474,Physics & Astronomy,0.333881579,1,1,5580
"Xu, Zeshui",Business School of Sichuan University,chn,830,1999,2022,190,41064,99,74.57424242,102,12263,176,22378,498,30258,4.959522928,13544,3.031896043,691,0.1568,142,48701,111,80.99090909,102,13734,176,25370,498,35124,5.019186088,14412,3.379197891,708,6,1017,Artificial Intelligence & Image Processing,0.612048193,Operations Research,0.093975904,Information & Communication Technologies,0.781927711,6,6,321592
"Zhao, Dongyuan",Fudan University,chn,836,1992,2022,496,96915,155,56.09512848,6,217,46,20390,567,71106,4.770189128,62303,1.555543072,791,0.0806,527,105411,162,58.03259559,6,229,46,21161,567,76902,4.783123249,64458,1.635343945,797,1,1168,Nanoscience & Nanotechnology,0.300239234,General Chemistry,0.168660287,Enabling & Strategic Technologies,0.484449761,18,17,103235
"Wilczek, Frank",Shanghai Jiao Tong University,chn,378,1973,2022,564,37083,90,51.06666667,135,6741,153,8745,341,35278,4.742762502,26887,1.379216722,318,0.0314,674,38287,91,52.55,135,6810,153,8832,341,36392,4.736595191,27311,1.401889349,321,0,142,Nuclear & Particle Physics,0.442934783,General Physics,0.317934783,Physics & Astronomy,0.97826087,8,7,141567
"Cao, Jinde",Southeast University,chn,1494,1993,2023,630,46541,105,73.88333333,19,1552,98,8229,797,29782,4.723091709,19910,2.337569061,1287,0.1903,450,57477,119,82.55,19,1967,98,10095,797,36499,4.814519555,21841,2.631610274,1327,3,375,Artificial Intelligence & Image Processing,0.31793842,Industrial Engineering & Automation,0.204819277,Information & Communication Technologies,0.348728246,11,15,321592
"Yapo, Beda M.",University of Jean Lorougnon GUEDE (UJLoG),civ,17,2006,2015,193583,1229,14,9.283333333,8,500,17,1229,17,1229,3.177812586,943,1.303287381,17,0.0661,213140,1316,14,9.783333333,8,522,17,1316,17,1316,3.195014075,970,1.356701031,17,0,14,Food Science,0.529411765,Polymers,0.294117647,"Agriculture, Fisheries & Forestry",0.529411765,1072,977,64755
"Kuete, Victor",University of Dschang,cmr,313,2005,2022,53081,4789,34,18.92748973,19,390,96,2174,194,3244,3.674366228,3914,1.223556464,283,0.326,34691,7105,46,21.96558497,19,474,96,3539,194,4923,3.858774478,4376,1.623628885,294,5,231,Medicinal & Biomolecular Chemistry,0.330097087,Complementary & Alternative Medicine,0.158576052,Chemistry,0.566343042,96,151,94672
"Asongu, Simplice A.",African Governance and Development Institute (AGDI),cmr,369,2011,2022,83121,2400,22,18,75,501,282,1907,342,2228,3.517159041,1638,1.465201465,298,0.6404,15777,6674,41,34.5,75,1698,282,5214,342,6204,4.080590952,2037,3.276386843,340,1,77,Economics,0.330623306,Business & Management,0.157181572,Economics & Business,0.653116531,114,682,41570
"Welty, Thomas",Cameroon Baptist Convention Health Services,cmr,190,1971,2020,107008,8159,50,14.89876276,4,65,14,418,60,2202,3.422058027,6963,1.171765044,178,0.1988,101582,10184,54,15.97098498,4,66,14,574,60,2852,3.497453984,7639,1.33315879,181,0,100,Cardiovascular System & Hematology,0.184210526,Public Health,0.178947368,Clinical Medicine,0.631578947,3246,3454,199278
"Rocourt, J.",Centre Pasteur du Cameroun,cmr,120,1977,2014,124371,3409,34,13.73182602,8,97,47,874,81,2145,3.362695057,2278,1.496488147,98,0.0731,140198,3678,35,14.06515936,8,97,47,905,81,2282,3.370901325,2376,1.547979798,99,1,37,Microbiology,0.625,General & Internal Medicine,0.05,Biomedical Research,0.741666667,3386,3068,175943
"Tchuem-Tchuenté, Louis Albert",Université de Yaoundé I,cmr,93,1993,2022,228946,2640,27,9.965957681,2,60,26,640,38,853,3.103503124,1984,1.330645161,87,0.2624,211515,3579,32,10.79819391,2,62,26,813,38,1086,3.198388446,2383,1.501888376,91,2,15,Tropical Medicine,0.451612903,Mycology & Parasitology,0.365591398,Clinical Medicine,0.494623656,525,561,33722
"Efange, Simon M.N.",University of Buea,cmr,82,1985,2020,272748,1321,22,9.857972583,2,65,33,599,57,951,3.02308601,1009,1.309217047,77,0.2382,258804,1734,24,10.78416306,2,71,33,726,57,1264,3.107744694,1142,1.518388792,80,0,11,Medicinal & Biomolecular Chemistry,0.317073171,Nuclear Medicine & Medical Imaging,0.158536585,Clinical Medicine,0.5,1178,1261,94672
"Tchinda, René",University of Dschang,cmr,49,1996,2022,336049,1107,16,9.666666667,2,149,7,287,32,599,2.924410796,971,1.140061792,43,0.1172,336490,1254,19,10.86666667,2,151,7,296,32,674,2.984945303,1037,1.209257473,45,0,28,Energy,0.448979592,Mechanical Engineering & Transports,0.265306122,Enabling & Strategic Technologies,0.489795918,5015,4986,265592
"Ngadjui, Bonaventure T.",Université de Yaoundé I,cmr,238,1980,2022,393557,3455,30,13.66674992,0,0,26,478,79,969,2.847617414,2750,1.256363636,225,0.2505,362507,4610,37,15.16079754,0,0,26,595,79,1260,2.949491956,3155,1.461172742,230,6,137,Medicinal & Biomolecular Chemistry,0.361344538,Plant Biology & Botany,0.260504202,Chemistry,0.596638655,1837,2048,94672
"Bigna, Jean Joel",Centre Pasteur du Cameroun,cmr,122,2013,2022,403713,1307,19,9.106752786,2,17,38,483,63,724,2.835210143,1231,1.061738424,104,0.1181,424657,1482,20,9.882943262,2,17,38,535,63,805,2.872656902,1336,1.109281437,111,1,13,General & Internal Medicine,0.352459016,Tropical Medicine,0.106557377,Clinical Medicine,0.737704918,5460,5638,311132
"Omekanda, Avoki Michel",Section Elcctricité Institut Supérieur de Techniques,cod,47,1992,2021,357665,945,15,8.473015873,7,227,14,244,31,571,2.894483045,825,1.145454545,41,0.0852,388726,1033,15,8.958730159,7,235,14,260,31,633,2.91569767,876,1.179223744,43,0,22,Electrical & Electronic Engineering,0.829787234,Energy,0.127659574,Engineering,0.872340426,1416,1254,106549
"Kongnyuy, Eugene Justine",United Nations Population Fund,cod,61,1999,2022,467550,1072,20,10.86785714,2,2,33,788,41,819,2.762589124,984,1.089430894,54,0.0877,475508,1175,21,11.82619048,2,3,33,851,41,882,2.816671168,1046,1.12332696,55,0,22,General & Internal Medicine,0.344262295,Obstetrics & Reproductive Medicine,0.278688525,Clinical Medicine,0.770491803,6177,6593,311132
"Muñoz, Nubia",National Cancer Institute of Colombia,col,331,1966,2020,3778,47755,89,25.86271941,17,613,74,9919,118,19155,4.383290981,27748,1.721024939,303,0.0888,4015,52410,95,27.33973961,17,621,74,10575,118,20250,4.404803081,28910,1.81286752,303,2,1073,Oncology & Carcinogenesis,0.416918429,Epidemiology,0.111782477,Clinical Medicine,0.637462236,170,168,293195
"Campbell, Bruce M.",Centro Internacional de Agricultura Tropical,col,207,1976,2022,20139,10700,52,23.93448755,28,794,67,2535,131,5541,3.970968597,9266,1.154759335,192,0.0948,21059,11821,55,25.54282089,28,841,67,2729,131,6079,4.002064865,9870,1.197669706,194,0,52,Ecology,0.280788177,Forestry,0.113300493,Biology,0.36453202,353,344,59970
"Fajardo, Luis F.",Pontificia Universidad Javeriana,col,127,1968,2010,32145,6232,39,23.83642191,17,749,50,2298,90,3739,3.834630064,5404,1.153219837,106,0.044,37563,6519,40,24.50308858,17,755,50,2324,90,3834,3.834752677,5614,1.161204133,106,0,51,Oncology & Carcinogenesis,0.346456693,Pathology,0.196850394,Clinical Medicine,0.921259843,1638,1480,293195
"Anaya, Juan Manuel",Universidad del Rosario,col,343,1987,2022,36623,10598,55,23.85255498,8,177,52,1434,174,4647,3.794508712,9066,1.168983013,318,0.1795,31487,12916,61,25.85641033,8,245,52,1842,174,5546,3.887578237,9960,1.296787149,320,1,105,Arthritis & Rheumatology,0.317784257,Immunology,0.306122449,Clinical Medicine,0.897959184,228,266,35286
"Restrepo, Ángela",Corporacion para Investigaciones Biologicas,col,268,1957,2020,42132,10792,43,19.29707695,9,356,58,1472,140,3611,3.750684547,7745,1.393415107,236,0.1644,39433,12916,48,21.9218897,9,376,58,1685,140,4187,3.819434458,8669,1.489906564,242,0,63,Microbiology,0.52238806,Tropical Medicine,0.182835821,Biomedical Research,0.570895522,982,1060,175943
"Gutiérrez, José María",Universidad de Costa Rica,cri,495,1980,2022,14128,14151,55,31.75216214,13,307,90,4816,241,8712,4.068655301,5191,2.726064342,477,0.3453,7797,21614,74,38.98567503,13,422,90,6585,241,12608,4.256787403,5853,3.692807107,481,1,134,Toxicology,0.406882591,Biochemistry & Molecular Biology,0.208502024,Biomedical Research,0.724696356,26,43,55990
"Herrero, Rolando",Instituto Costarricense de Investigacion y Ensenanza en Nutricion y Salud Costa Rica,cri,353,1982,2022,17208,30281,86,22.92105644,5,241,26,2931,48,3867,4.014302034,19864,1.524416029,334,0.1411,16384,35256,99,23.95947369,5,248,26,3456,48,4594,4.07045608,21300,1.655211268,337,0,633,Oncology & Carcinogenesis,0.338068182,Epidemiology,0.15625,Clinical Medicine,0.519886364,721,785,293195
"Lomonte, Bruno",Universidad de Costa Rica,cri,310,1982,2022,71622,7651,45,22.95546537,4,29,54,1685,123,3599,3.571371849,3475,2.201726619,294,0.3582,45703,11922,59,29.61744228,4,37,54,2638,123,5406,3.774447556,4067,2.931399066,296,0,58,Toxicology,0.387096774,Biochemistry & Molecular Biology,0.296774194,Biomedical Research,0.803225806,200,325,55990
"Moreno, Edgardo",Universidad Nacional de Costa Rica,cri,125,1979,2022,86970,5293,39,14.95159373,6,237,23,776,59,2125,3.500473898,3101,1.706868752,120,0.2178,77020,6767,46,16.80635563,6,268,23,950,59,2641,3.598860675,3420,1.978654971,121,0,35,Microbiology,0.424,Veterinary Sciences,0.128,Biomedical Research,0.656,1926,2207,175943
"Finegan, Bryan",CATIE - Centro Agronómico Tropical de Investigación y Enseñanza,cri,80,1984,2022,94178,4834,31,10.85229523,6,671,10,1015,23,1476,3.47076635,4216,1.14658444,68,0.2095,94561,6115,33,11.99445209,6,705,10,1096,23,1664,3.524124845,5060,1.208498024,69,0,7,Ecology,0.544303797,Forestry,0.113924051,Biology,0.772151899,1509,1487,59970
"Rosero-Bixby, Luis",Universidad de Costa Rica,cri,81,1978,2022,130657,5705,22,12.94014139,15,365,35,734,59,895,3.342692039,5230,1.09082218,67,0.1439,132146,6664,25,13.88458583,15,386,35,799,59,987,3.394827902,5979,1.114567653,67,0,69,Public Health,0.283950617,Demography,0.172839506,Public Health & Health Services,0.469135802,1149,1185,59062
"Partanen, Timo",Universidad Nacional de Costa Rica,cri,120,1964,2011,170592,3405,31,12.57047423,4,61,24,662,56,1358,3.232563609,2793,1.219119227,111,0.1329,178309,3927,36,12.76333138,4,61,24,718,56,1497,3.271655806,3037,1.293052354,112,0,38,Environmental & Occupational Health,0.5,General & Internal Medicine,0.1,Clinical Medicine,0.783333333,186,176,13987
"Jiménez, Víctor M.",Universidad de Costa Rica,cri,53,1998,2022,185539,1597,18,8.945634921,2,428,16,838,32,1350,3.196296522,1415,1.128621908,49,0.071,203184,1719,19,9.521825397,2,433,16,869,32,1388,3.215973641,1474,1.166214383,50,0,33,Plant Biology & Botany,0.41509434,Food Science,0.226415094,Biology,0.58490566,2931,2650,148322
"Somarriba, Eduardo",CATIE - Centro Agronómico Tropical de Investigación y Enseñanza,cri,47,1985,2022,252470,1671,21,9.686623147,8,120,19,363,32,1207,3.058836493,1401,1.192719486,42,0.1624,254247,1995,23,10.70154852,8,127,19,412,32,1327,3.115836413,1598,1.248435544,43,0,16,Forestry,0.489361702,Ecology,0.191489362,"Agriculture, Fisheries & Forestry",0.659574468,405,386,28776
"Vargas, William E.",Universidad de Costa Rica,cri,63,1993,2022,259083,917,17,10.92222222,11,171,38,668,49,806,3.046726704,690,1.328985507,55,0.2033,228072,1151,20,12.92222222,11,212,38,841,49,1013,3.164964517,757,1.520475561,59,0,8,Optics,0.365079365,Applied Physics,0.222222222,Physics & Astronomy,0.714285714,939,950,64044
"Beer, John",CATIE - Centro Agronómico Tropical de Investigación y Enseñanza,cri,35,1985,2013,275641,1145,16,8.227777778,4,198,7,643,25,905,3.01807033,866,1.322170901,31,0.0699,286652,1231,17,9.477777778,4,208,7,672,25,969,3.060802974,901,1.366259711,32,0,13,Forestry,0.657142857,Agronomy & Agriculture,0.114285714,"Agriculture, Fisheries & Forestry",0.8,480,436,28776
"Haber, William A.",Apartado Postal 50-5655,cri,63,1981,2017,317586,2049,21,9.906130665,2,42,6,316,26,825,2.951278556,1924,1.064968815,59,0.214,313300,2607,24,10.99703976,2,44,6,325,26,984,3.018806816,2333,1.117445349,60,0,19,Medicinal & Biomolecular Chemistry,0.301587302,Plant Biology & Botany,0.26984127,Biology,0.571428571,1534,1528,94672
"Moya, Roger",Instituto Tecnológico de Costa Rica,cri,138,2002,2022,535060,807,16,9.266666667,2,8,57,470,86,582,2.695379597,664,1.215361446,108,0.4092,307368,1366,20,13.1,2,36,57,787,86,991,3.027904258,796,1.716080402,121,3,28,Forestry,0.572463768,Biotechnology,0.072463768,"Agriculture, Fisheries & Forestry",0.637681159,537,1070,28776
"Koryta, Jiří",Inst. Physiol.,csk,94,1959,1992,124679,1513,22,15.56025641,41,650,61,933,77,1118,3.361654342,1052,1.438212928,63,0.0182,147533,1541,22,15.56025641,41,650,61,941,77,1136,3.350597167,1060,1.453773585,64,0,26,Energy,0.6,Analytical Chemistry,0.178947368,Enabling & Strategic Technologies,0.631578947,1878,1507,265592
"Guzman, Maria",Instituto de Medicina Tropical Pedro Kouri,cub,265,1983,2022,38068,10954,51,18.01470037,7,52,61,5634,157,8167,3.782472083,6989,1.567320074,233,0.1641,35488,13105,56,20.4811585,7,59,61,6264,157,9458,3.851632449,7416,1.767125135,236,0,142,Microbiology,0.310606061,Virology,0.223484848,Biomedical Research,0.587121212,885,951,175943
"Pino, Jorge A.",Food Industry Research Institute,cub,337,1986,2022,60287,4130,29,19.83571429,23,204,241,3206,297,3640,3.631935081,3365,1.227340267,306,0.0669,64687,4426,31,20.33571429,23,234,241,3428,297,3901,3.660039102,3493,1.26710564,310,1,109,Medicinal & Biomolecular Chemistry,0.614243323,Food Science,0.272997033,Chemistry,0.640949555,199,175,94672
"Reardon, Sara",Ciénaga De Zapata National Park,cub,185,2013,2022,77731,1641,20,20,160,1460,168,1589,173,1628,3.542072886,1597,1.027551659,129,0,93805,1641,20,20,160,1460,168,1589,173,1628,3.527106363,1597,1.027551659,129,0,11,Artificial Intelligence & Image Processing,0.044117647,Applied Ethics,0.014705882,Clinical Medicine,0.5,1632,1361,321592
"Iturralde-Vinent, M.",Academia de Ciencias de Cuba,cub,55,1967,2021,99105,2584,21,12.99878455,15,605,24,1755,38,2012,3.451575608,1887,1.369369369,46,0.1472,97758,3030,26,13.28211788,15,659,24,1892,38,2255,3.512066413,2031,1.491875923,48,0,1,Geochemistry & Geophysics,0.290909091,Paleontology,0.254545455,Earth & Environmental Sciences,0.781818182,1781,1759,87916
"Más, R.",Centro Nacional de Investigaciones Cientificas,cub,158,1989,2009,232565,2905,30,14.07301587,3,83,7,191,31,597,3.096358085,852,3.409624413,154,0.4103,144268,4926,43,18.25311355,3,132,7,334,31,1010,3.359614386,1004,4.906374502,155,1,265,Pharmacology & Pharmacy,0.613924051,Nutrition & Dietetics,0.120253165,Clinical Medicine,0.740506329,1381,2394,134745
"Monzote, Lianet",Instituto de Medicina Tropical Pedro Kouri,cub,78,2005,2022,357188,1158,21,8.685750361,4,23,35,675,49,824,2.895111738,928,1.247844828,73,0.1723,351127,1399,22,9.757178932,4,26,35,810,49,978,2.964529047,1059,1.321057602,75,1,26,Medicinal & Biomolecular Chemistry,0.230769231,Tropical Medicine,0.141025641,Chemistry,0.320512821,1769,1794,94672
"Kalogirou, S.",Cyprus University of Technology,cyp,236,1992,2022,1627,18719,65,43.51904762,56,8214,92,10308,169,14423,4.559027686,14855,1.26011444,205,0.061,1799,19936,69,44.9952381,56,8462,92,10706,169,15183,4.571171471,15420,1.292866407,208,0,590,Energy,0.666666667,Building & Construction,0.038461538,Enabling & Strategic Technologies,0.790598291,18,15,265592
"Nicolaides, Andrew",University of Nicosia Medical School,cyp,804,1970,2022,5622,24406,79,33.73968393,37,1294,113,3906,370,9580,4.296317989,16995,1.436069432,643,0.1894,5022,30109,86,37.05531322,37,1348,113,4403,370,11359,4.353691989,18474,1.629804049,674,18,610,Cardiovascular System & Hematology,0.513681592,Surgery,0.092039801,Clinical Medicine,0.853233831,263,285,199278
"Polycarpou, Marios",University of Cyprus,cyp,398,1991,2022,11353,11964,53,28.96857143,25,1355,55,3570,277,8248,4.125382977,9080,1.317621145,297,0.1183,12197,13570,56,29.86857143,25,1385,55,3776,277,9229,4.148098235,9671,1.403164099,323,0,131,Industrial Engineering & Automation,0.549367089,Artificial Intelligence & Image Processing,0.159493671,Engineering,0.655696203,83,81,100693
"Zembylas, Michalinos",Open University of Cyprus,cyp,292,2000,2022,11554,5835,40,35.58333333,155,3260,226,4276,275,5703,4.121648037,4331,1.347263911,253,0.1587,10687,6936,43,37.5,155,3840,226,5099,275,6741,4.181260606,4627,1.499027448,263,0,72,Education,0.691780822,Religions & Theology,0.01369863,Social Sciences,0.928082192,28,35,79338
"Baser, Kemal Husnu Can",Yakin Doğu Üniversitesi,cyp,737,1977,2022,15952,14472,53,28.76509047,7,407,191,3162,495,8962,4.035373696,10736,1.347988077,678,0.1214,16140,16471,57,30.99128094,7,412,191,3553,495,10091,4.074814628,11511,1.43089219,686,8,696,Medicinal & Biomolecular Chemistry,0.565807327,Plant Biology & Botany,0.108548168,Chemistry,0.628222524,51,50,94672
"Karatepe, Osman M.",Eastern Mediterranean University,cyp,152,2003,2022,17107,5515,43,30.78333333,30,1364,103,4293,129,4899,4.015944609,3499,1.576164618,144,0.1257,16902,6308,47,32.45,30,1497,103,4840,129,5559,4.06207893,3664,1.721615721,146,0,285,"Sport, Leisure & Tourism",0.598684211,Marketing,0.223684211,Economics & Business,0.960526316,15,15,7890
"Davidson, Michael",University of Nicosia Medical School,cyp,347,1985,2022,26167,20879,65,22.84082892,12,152,53,1790,156,6181,3.895143468,17298,1.207018152,313,0.2063,24641,26307,74,24.92813051,12,153,53,2078,156,7057,3.958254837,20499,1.283330894,313,0,71,Psychiatry,0.726224784,Geriatrics,0.060518732,Clinical Medicine,0.939481268,599,639,71064
"Leonidou, Leonidas C.",University of Cyprus,cyp,104,1988,2022,26760,5891,38,21.86666667,16,808,74,4359,85,4923,3.888491361,4220,1.395971564,91,0.0645,29981,6297,39,22.2,16,876,74,4640,85,5244,3.901346891,4335,1.452595156,91,0,148,Marketing,0.484848485,Business & Management,0.303030303,Economics & Business,0.888888889,47,45,12338
"Krikidis, Ioannis",University of Cyprus,cyp,245,2003,2022,31648,7453,36,18.22380952,22,741,77,3746,176,4793,3.839192791,5827,1.279045821,170,0.0988,33118,8270,39,19.46547619,22,766,77,4016,176,5206,3.872818502,6230,1.327447833,184,0,56,Networking & Telecommunications,0.897540984,Electrical & Electronic Engineering,0.016393443,Information & Communication Technologies,0.967213115,271,252,190154
"Makridakis, Spyros",University of Nicosia,cyp,90,1973,2022,37847,5006,27,17.50396825,22,983,66,4190,80,4831,3.784386493,4005,1.249937578,69,0.0523,43480,5282,28,17.75396825,22,996,66,4381,80,5046,3.790224998,4082,1.293973542,74,0,114,Econometrics,0.311111111,Business & Management,0.133333333,Economics & Business,0.677777778,44,44,1179
"Orphanides, Athanasios",Central Bank of Cyprus,cyp,70,1990,2022,41629,3602,29,18.76666667,29,1365,51,2912,62,3379,3.754524968,2668,1.350074963,61,0.06,45942,3832,30,19.76666667,29,1432,51,3081,62,3585,3.772959822,2755,1.39092559,61,0,28,Economics,0.720588235,Finance,0.073529412,Economics & Business,0.985294118,330,339,41570
"Grimme, Stefan",Universität Bonn,deu,512,1992,2022,40,89873,99,61.46923897,28,29603,79,65151,259,81271,5.218385487,57970,1.550336381,501,0.0768,36,97349,109,65.53474748,28,30394,79,67153,259,85390,5.241480499,59809,1.627664733,504,0,68,Chemical Physics,0.361328125,Organic Chemistry,0.3046875,Chemistry,0.607421875,2,2,95895
"Sheldrick, George M.",Georg-August-Universität Göttingen,deu,654,1965,2019,42,143376,52,29.48676435,15,126508,34,128811,426,135982,5.20827528,123770,1.158406722,580,0.0136,43,145360,55,31.85105006,15,126614,34,129015,426,137037,5.216647381,124580,1.16680045,591,0,163,Inorganic & Nuclear Chemistry,0.445635528,Organic Chemistry,0.346094946,Chemistry,0.831546708,1,1,70192
"Mann, Matthias",Max-Planck-Institut für Biochemie,deu,728,1988,2022,115,179890,199,80.9208463,16,1101,30,7375,351,111422,5.025907684,116410,1.545313976,706,0.071,125,193644,210,83.86509996,16,1172,30,7772,351,118812,5.039564558,120662,1.604846596,708,1,472,Developmental Biology,0.326923077,Biochemistry & Molecular Biology,0.313186813,Biomedical Research,0.703296703,11,10,127685
"Sies, Helmut",Leibniz Research Institute for Environmental Medicine,deu,708,1969,2022,170,57593,111,67.94007937,67,10345,144,17143,502,42351,4.977259337,44088,1.30631918,619,0.0705,178,61962,117,70.26829004,67,10503,144,17586,502,44721,4.984890474,45281,1.368388507,627,0,1086,Biochemistry & Molecular Biology,0.475035663,Nutrition & Dietetics,0.068473609,Biomedical Research,0.734664765,13,13,201173
"Bork, Peer",European Molecular Biology Laboratory Heidelberg,deu,648,1989,2022,228,181563,177,64.31980913,16,1334,62,7808,309,57801,4.92683264,144105,1.259935464,623,0.0635,250,193876,184,65.70927797,16,1352,62,8229,309,60484,4.929513109,149460,1.297176502,627,0,740,Developmental Biology,0.32970451,Bioinformatics,0.178849145,Biomedical Research,0.640746501,17,17,127685
"Neese, Frank",Max Planck Institute for Coal Research,deu,577,1995,2022,258,45841,102,56.81988844,28,12977,52,17024,276,32162,4.904285023,23173,1.978207397,547,0.1685,201,55131,113,64.14007659,28,14067,52,19018,276,37416,4.967694178,24862,2.217480492,561,0,46,Chemical Physics,0.377816291,Inorganic & Nuclear Chemistry,0.213171577,Chemistry,0.544194107,8,10,95895
"Butler, Thomas",Ross University School of Medicine,dma,123,1972,2017,70011,3462,31,18.84954212,17,586,68,1413,87,1675,3.579099453,2827,1.224619738,110,0.0386,80314,3601,32,19.54954212,17,591,68,1449,87,1723,3.584082836,2892,1.245159059,110,0,47,Microbiology,0.422764228,General & Internal Medicine,0.178861789,Clinical Medicine,0.528455285,2006,1775,175943
"Lip, Gregory Y.H.",Aalborg University,dnk,3484,1992,2022,208,163642,146,68.94340505,92,1212,451,16902,2135,53365,4.947666408,104111,1.571803172,2881,0.1929,103,202759,169,79.81096298,92,1887,451,22104,2135,67860,5.074932477,114902,1.764625507,2998,3,1472,Cardiovascular System & Hematology,0.472293999,General & Internal Medicine,0.085558427,Clinical Medicine,0.969279357,9,10,199278
"Kehlet, Henrik",Rigshospitalet,dnk,1255,1972,2022,264,58185,110,68.6715194,137,4620,253,14740,900,43247,4.900984961,34381,1.692359152,1035,0.1149,245,65737,118,71.81234472,137,5057,253,16034,900,48473,4.933430453,36193,1.816290443,1061,0,521,Anesthesiology,0.312599681,General & Internal Medicine,0.166666667,Clinical Medicine,0.972886762,1,1,46392
"Nørskov, Jens K.",Technical University of Denmark,dnk,637,1977,2022,272,125063,169,69.26887875,21,463,52,13943,393,83294,4.893367591,63654,1.964731203,591,0.066,295,133907,175,71.57840256,21,470,52,14581,393,88427,4.898474238,65086,2.057385613,593,0,233,Physical Chemistry,0.250788644,Chemical Physics,0.231861199,Physics & Astronomy,0.436908517,2,2,37102
"Holst, Jens Juul",Faculty of Health and Medical Sciences,dnk,1688,1973,2022,374,77643,134,66.63098697,61,3555,175,7316,532,26491,4.834052536,36221,2.143590735,1510,0.2031,262,97432,154,73.98790644,61,4213,175,8755,532,33718,4.923090961,39647,2.457487326,1542,3,610,Endocrinology & Metabolism,0.469194313,Gastroenterology & Hepatology,0.140995261,Clinical Medicine,0.828791469,12,17,84176
"Pedersen, Bente K.",Københavns Universitet,dnk,665,1983,2022,466,51742,113,56.83243917,45,2661,115,12522,385,35441,4.782513914,32160,1.608893035,605,0.0945,478,57139,120,59.40405732,45,2783,115,13175,385,38724,4.803301321,33597,1.700717326,607,0,450,Endocrinology & Metabolism,0.18373494,Physiology,0.15060241,Clinical Medicine,0.686746988,22,22,84176
"Shi, Yanhong",City of Hope National Med Center,dom,62,1995,2022,88044,7091,36,9.591509498,4,87,15,2230,49,5132,3.495803831,6120,1.158660131,58,0.0669,100052,7599,37,9.591509498,4,88,15,2391,49,5490,3.503352576,6425,1.182723735,58,0,31,Developmental Biology,0.435483871,Neurology & Neurosurgery,0.161290323,Biomedical Research,0.532258065,2869,2689,127685
"Mellit, Adel",Université de Jijel,dza,169,2003,2022,54119,6630,47,19.76190476,10,62,48,3372,97,4187,3.667798815,4965,1.335347432,145,0.0897,57556,7283,47,20.91190476,10,75,48,3693,97,4571,3.6995863,5185,1.404628737,150,0,178,Energy,0.461538462,Electrical & Electronic Engineering,0.165680473,Enabling & Strategic Technologies,0.526627219,652,600,265592
"Bouhemadou, A.",Université Ferhat Abbas Sétif 1,dza,245,1988,2022,80167,3966,32,19.94007937,12,251,51,1241,86,1797,3.53092498,2873,1.380438566,218,0.1797,76998,4835,35,21.46468254,12,278,51,1502,86,2166,3.598935304,3302,1.464264082,226,1,47,Applied Physics,0.310204082,Materials,0.265306122,Physics & Astronomy,0.587755102,2198,2170,289917
"Stambouli, A. Boudghene",Université des Sciences et de la Technologie d’Oran Mohamed-Boudiaf,dza,89,1996,2022,131471,2693,21,11.06666667,3,220,19,1796,48,1983,3.340244664,2499,1.077631052,65,0.0571,148455,2856,21,11.31666667,3,234,19,1874,48,2089,3.348033802,2596,1.100154083,73,2,55,Energy,0.494382022,Artificial Intelligence & Image Processing,0.08988764,Enabling & Strategic Technologies,0.617977528,1899,1624,265592
